date,open,high,low,close,volume,dividends,stock_splits
2024-09-02 00:00:00+05:30,2934.95,2938.0,2890.0,2911.0,6150,0.0,0.0
2024-09-03 00:00:00+05:30,2906.05,2949.15,2904.45,2933.3,5459,0.0,0.0
2024-09-04 00:00:00+05:30,2910.75,3019.4,2910.75,2988.05,13956,0.0,0.0
2024-09-05 00:00:00+05:30,3000.0,3019.05,2973.65,2998.55,6892,0.0,0.0
2024-09-06 00:00:00+05:30,2995.05,3025.65,2922.0,2930.35,6996,0.0,0.0
2024-09-09 00:00:00+05:30,2912.05,2953.25,2878.85,2941.5,18549,0.0,0.0
2024-09-10 00:00:00+05:30,2965.85,2976.95,2943.65,2969.7,2950,0.0,0.0
2024-09-11 00:00:00+05:30,2970.15,2985.4,2907.85,2915.75,10571,0.0,0.0
2024-09-12 00:00:00+05:30,2955.0,2955.0,2909.5,2922.05,3714,0.0,0.0
2024-09-13 00:00:00+05:30,2923.7,2970.0,2923.7,2930.8,6626,0.0,0.0
2024-09-16 00:00:00+05:30,2930.85,2947.15,2902.65,2922.2,2535,0.0,0.0
2024-09-17 00:00:00+05:30,2920.45,2943.75,2884.9,2904.4,2804,0.0,0.0
2024-09-18 00:00:00+05:30,2904.4,2922.6,2869.85,2886.25,10343,0.0,0.0
2024-09-19 00:00:00+05:30,2915.25,2917.95,2814.3,2825.75,6492,0.0,0.0
